ID,SignupDate,Segment
4249,2025-02-12,Free
4250,2025-04-26,Free
4251,2025-06-12,Corporate
4252,2025-03-19,Free
4253,2025-02-27,Free
4254,2025-02-02,Family
4255,2025-01-14,Family
4256,2025-06-11,Free
4257,2025-05-12,Premium
4258,2025-02-28,Premium
4259,2025-06-06,Corporate
4260,2025-03-24,Premium
4261,2025-05-14,Premium
4262,2025-05-01,Free
4263,2025-06-26,Free
4264,2025-06-17,Premium
4265,2025-03-24,Corporate
4266,2025-01-27,Family
4267,2025-03-21,Corporate
4268,2025-05-14,Free
4269,2025-01-13,Premium
4270,2025-03-05,Family
4271,2025-05-27,Premium
4272,2025-03-21,Free
4273,2025-05-03,Free
4274,2025-02-12,Family
4275,2025-03-30,Free
4276,2025-05-28,Corporate
4277,2025-04-05,Free
4278,2025-06-21,Premium
4279,2025-05-31,Premium
4280,2025-01-02,Premium
4281,2025-04-30,Free
4282,2025-01-22,Corporate
4283,2025-04-25,Premium
4284,2025-02-26,Free
4285,2025-03-13,Premium
4286,2025-01-07,Free
4287,2025-04-29,Free
4288,2025-04-24,Free
4289,2025-01-16,Family
4290,2025-03-24,Free
4291,2025-06-28,Premium
4292,2025-03-13,Free
4293,2025-05-04,Free
4294,2025-04-23,Corporate
4295,2025-01-12,Premium
4296,2025-05-06,Corporate
4297,2025-02-22,Free
4298,2025-03-16,Free
4299,2025-05-13,Family
4300,2025-01-27,Premium
4301,2025-05-20,Free
4302,2025-05-25,Free
4303,2025-05-14,Family
4304,2025-04-07,Free
4305,2025-01-05,Premium
4306,2025-02-26,Free
4307,2025-06-05,Free
4308,2025-03-19,Corporate
4309,2025-03-10,Free
4310,2025-04-28,Free
4311,2025-04-30,Family
4312,2025-02-28,Free
4313,2025-02-02,Free
4314,2025-03-03,Premium
4315,2025-02-19,Free
4316,2025-04-22,Free
4317,2025-01-19,Free
4318,2025-05-03,Premium
4319,2025-02-16,Premium
4320,2025-06-16,Premium
4321,2025-02-02,Free
4322,2025-05-21,Premium
4323,2025-03-25,Corporate
4324,2025-05-15,Free
4325,2025-03-20,Premium
4326,2025-01-14,Premium
4327,2025-05-27,Family
4328,2025-05-08,Corporate
4329,2025-02-23,Free
4330,2025-05-28,Free
4331,2025-01-29,Free
4332,2025-01-24,Free
4333,2025-03-23,Free
4334,2025-03-04,Family
4335,2025-04-15,Free
4336,2025-02-26,Free
4337,2025-05-16,Premium
4338,2025-03-03,Free
4339,2025-06-06,Family
4340,2025-01-17,Family
4341,2025-03-07,Free
4342,2025-01-06,Free
4343,2025-02-27,Free
4344,2025-03-10,Premium
4345,2025-06-05,Free
4346,2025-03-03,Premium
4347,2025-06-18,Family
4348,2025-03-23,Free
4349,2025-06-18,Family
4350,2025-06-26,Free
4351,2025-06-26,Family
4352,2025-03-12,Free
4353,2025-05-11,Premium
4354,2025-01-10,Free
4355,2025-04-08,Family
4356,2025-03-30,Free
4357,2025-02-04,Free
4358,2025-01-02,Premium
4359,2025-05-04,Free
4360,2025-01-24,Premium
4361,2025-03-15,Family
4362,2025-06-15,Free
4363,2025-01-22,Free
4364,2025-06-03,Free
4365,2025-06-20,Premium
4366,2025-02-08,Free
4367,2025-06-06,Free
4368,2025-01-20,Free
4369,2025-02-10,Free
4370,2025-05-28,Corporate
4371,2025-04-18,Free
4372,2025-05-27,Premium
4373,2025-03-25,Premium
4374,2025-04-21,Premium
4375,2025-03-07,Free
4376,2025-06-07,Premium
4377,2025-02-22,Family
4378,2025-02-03,Free
4379,2025-05-30,Free
4380,2025-03-08,Free
4381,2025-05-14,Free
4382,2025-01-27,Free
4383,2025-01-10,Premium
4384,2025-03-14,Free
4385,2025-04-06,Free
4386,2025-02-17,Premium
4387,2025-03-11,Free
4388,2025-04-10,Premium
4389,2025-02-28,Free
4390,2025-01-02,Corporate
4391,2025-06-06,Free
4392,2025-03-06,Premium
4393,2025-03-24,Family
4394,2025-06-03,Free
4395,2025-01-10,Free
4396,2025-02-22,Premium
4397,2025-03-20,Free
4398,2025-02-28,Family
4399,2025-05-30,Corporate
4400,2025-06-28,Free
4401,2025-02-17,Free
4402,2025-05-29,Free
4403,2025-05-03,Free
4404,2025-01-22,Premium
4405,2025-04-10,Premium
4406,2025-04-08,Free
4407,2025-06-07,Free
4408,2025-01-25,Free
4409,2025-01-28,Free
4410,2025-04-23,Family
4411,2025-02-14,Free
4412,2025-03-09,Family
4413,2025-01-07,Premium
4414,2025-02-18,Premium
4415,2025-05-17,Free
4416,2025-06-13,Premium
4417,2025-03-24,Premium
4418,2025-05-09,Premium
4419,2025-05-18,Free
4420,2025-06-13,Free
4421,2025-03-14,Premium
4422,2025-02-15,Free
4423,2025-04-16,Free
4424,2025-06-09,Corporate
4425,2025-02-01,Free
4426,2025-01-06,Free
4427,2025-06-25,Free
4428,2025-06-15,Premium
4429,2025-05-25,Free
4430,2025-03-15,Premium
4431,2025-04-24,Free
4432,2025-01-27,Free
4433,2025-02-23,Premium
4434,2025-06-27,Free
4435,2025-06-12,Corporate
4436,2025-03-26,Free
4437,2025-05-07,Free
4438,2025-06-02,Free
4439,2025-06-05,Free
4440,2025-04-21,Corporate
4441,2025-01-15,Family
4442,2025-05-12,Free
4443,2025-04-03,Premium
4444,2025-05-03,Premium
4445,2025-03-14,Free
4446,2025-06-04,Free
4447,2025-06-03,Family
4448,2025-05-27,Corporate
4449,2025-04-02,Corporate
4450,2025-01-17,Premium
4451,2025-02-12,Premium
4452,2025-05-01,Free
4453,2025-02-10,Free
4454,2025-06-19,Free
4455,2025-06-27,Premium
4456,2025-06-17,Premium
4457,2025-02-08,Family
4458,2025-04-23,Family
4459,2025-05-31,Family
4460,2025-04-21,Corporate
4461,2025-06-29,Free
4462,2025-02-16,Premium
4463,2025-03-04,Premium
4464,2025-04-20,Free
4465,2025-03-10,Corporate
4466,2025-02-12,Family
4467,2025-06-25,Free
4468,2025-02-03,Free
4469,2025-02-09,Premium
4470,2025-03-02,Premium
4471,2025-06-27,Corporate
4472,2025-03-03,Free
4473,2025-02-27,Free
4474,2025-06-10,Free
4475,2025-03-16,Free
4476,2025-01-16,Free
4477,2025-03-23,Family
4478,2025-04-04,Free
4479,2025-02-17,Free
4480,2025-05-18,Free
4481,2025-03-23,Free
4482,2025-02-07,Family
4483,2025-05-07,Premium
4484,2025-01-19,Premium
4485,2025-06-13,Free
4486,2025-03-04,Free
4487,2025-03-18,Free
4488,2025-06-23,Free
4489,2025-05-11,Family
4490,2025-04-12,Free
4491,2025-03-06,Premium
4492,2025-04-30,Free
4493,2025-04-01,Premium
4494,2025-01-08,Family
4495,2025-06-28,Premium
4496,2025-03-14,Premium
4497,2025-05-14,Corporate
4498,2025-04-17,Premium
4499,2025-03-30,Free
4500,2025-02-08,Free
4501,2025-04-23,Premium
4502,2025-01-28,Premium
4503,2025-04-07,Free
4504,2025-02-06,Free
4505,2025-05-17,Corporate
4506,2025-03-23,Free
4507,2025-02-25,Free
4508,2025-03-26,Free
4509,2025-01-02,Family
4510,2025-02-27,Free
4511,2025-04-17,Premium
4512,2025-05-03,Free
4513,2025-06-17,Premium
4514,2025-06-13,Family
4515,2025-04-24,Free
4516,2025-04-17,Free
4517,2025-02-06,Free
4518,2025-03-20,Free
4519,2025-04-02,Family
4520,2025-01-18,Free
4521,2025-04-08,Premium
4522,2025-03-04,Free
4523,2025-05-30,Free
4524,2025-05-19,Free
4525,2025-01-04,Premium
4526,2025-05-15,Free
4527,2025-03-02,Premium
4528,2025-04-17,Free
4529,2025-02-23,Free
4530,2025-03-29,Premium
4531,2025-03-09,Family
4532,2025-05-09,Free
4533,2025-02-24,Premium
4534,2025-01-03,Free
4535,2025-06-15,Premium
4536,2025-05-01,Family
4537,2025-05-09,Family
4538,2025-04-12,Premium
4539,2025-02-07,Free
4540,2025-03-26,Family
4541,2025-06-06,Free
4542,2025-05-13,Free
4543,2025-04-02,Free
4544,2025-01-21,Corporate
4545,2025-04-19,Family
4546,2025-02-16,Free
4547,2025-03-25,Premium
4548,2025-03-24,Family
4549,2025-02-04,Free
4550,2025-03-10,Free
4551,2025-05-09,Premium
4552,2025-05-20,Free
4553,2025-01-27,Free
4554,2025-02-25,Premium
4555,2025-01-23,Family
4556,2025-06-02,Premium
4557,2025-01-21,Premium
4558,2025-03-02,Free
4559,2025-03-04,Free
4560,2025-05-02,Premium
4561,2025-02-21,Free
4562,2025-03-29,Family
4563,2025-06-02,Free
4564,2025-02-24,Free
4565,2025-02-15,Free
4566,2025-02-01,Corporate
4567,2025-02-24,Free
4568,2025-04-06,Free
4569,2025-05-13,Free
4570,2025-02-05,Family
4571,2025-04-20,Free
4572,2025-06-26,Free
4573,2025-04-16,Free
4574,2025-02-27,Premium
4575,2025-02-08,Free
4576,2025-03-21,Free
4577,2025-04-07,Free
4578,2025-04-23,Premium
4579,2025-03-02,Premium
4580,2025-05-17,Free
4581,2025-01-06,Corporate
4582,2025-04-19,Corporate
4583,2025-02-04,Free
4584,2025-02-08,Premium
4585,2025-05-30,Premium
4586,2025-06-18,Family
4587,2025-04-28,Free
4588,2025-01-05,Free
4589,2025-06-19,Free
4590,2025-03-28,Family
4591,2025-03-17,Free
4592,2025-06-07,Free
4593,2025-02-26,Free
4594,2025-05-07,Free
4595,2025-01-29,Premium
4596,2025-06-14,Free
4597,2025-03-28,Free
4598,2025-05-21,Family
4599,2025-06-09,Free
4600,2025-02-15,Premium
4601,2025-04-26,Free
4602,2025-04-22,Free
4603,2025-05-31,Family
4604,2025-02-14,Premium
4605,2025-05-25,Free
4606,2025-04-14,Corporate
4607,2025-03-26,Family
4608,2025-05-14,Corporate
4609,2025-04-18,Free
4610,2025-01-18,Free
4611,2025-04-04,Premium
4612,2025-05-30,Premium
4613,2025-02-02,Free
4614,2025-06-07,Premium
4615,2025-05-06,Free
4616,2025-06-09,Free
4617,2025-06-19,Free
4618,2025-05-02,Premium
4619,2025-05-18,Free
4620,2025-04-25,Family
4621,2025-06-13,Premium
4622,2025-06-11,Premium
4623,2025-01-28,Corporate
4624,2025-01-11,Premium
4625,2025-06-16,Corporate
4626,2025-02-16,Free
4627,2025-05-07,Free
4628,2025-05-27,Free
4629,2025-04-28,Free
4630,2025-05-23,Family
4631,2025-05-06,Free
4632,2025-06-05,Free
4633,2025-06-01,Premium
4634,2025-03-13,Premium
4635,2025-04-17,Free
4636,2025-05-17,Premium
4637,2025-06-24,Free
4638,2025-02-02,Free
4639,2025-01-19,Premium
4640,2025-03-15,Premium
4641,2025-06-17,Free
4642,2025-06-24,Family
4643,2025-06-06,Free
4644,2025-06-27,Free
4645,2025-04-08,Free
4646,2025-05-21,Premium
4647,2025-05-09,Premium
4648,2025-06-11,Free
4649,2025-04-03,Free
4650,2025-06-25,Premium
4651,2025-02-17,Free
4652,2025-06-26,Free
4653,2025-03-05,Premium
4654,2025-03-02,Free
4655,2025-06-06,Family
4656,2025-02-08,Free
4657,2025-05-08,Premium
4658,2025-03-29,Free
4659,2025-01-26,Family
4660,2025-01-17,Free
4661,2025-03-12,Premium
4662,2025-01-13,Premium
4663,2025-03-10,Free
4664,2025-01-26,Free
4665,2025-02-18,Premium
4666,2025-01-07,Corporate
4667,2025-02-27,Free
4668,2025-02-18,Free
4669,2025-04-13,Family
4670,2025-02-22,Free
4671,2025-03-03,Corporate
4672,2025-01-17,Premium
4673,2025-06-20,Premium
4674,2025-01-25,Free
4675,2025-05-11,Free
4676,2025-01-29,Premium
4677,2025-04-27,Family
4678,2025-06-09,Corporate
4679,2025-01-26,Free
4680,2025-05-04,Free
4681,2025-05-24,Free
4682,2025-01-25,Family
4683,2025-02-23,Free
4684,2025-06-05,Free
4685,2025-03-14,Free
4686,2025-04-30,Free
4687,2025-02-25,Corporate
4688,2025-03-06,Free
4689,2025-04-03,Free
4690,2025-03-27,Free
4691,2025-03-21,Free
4692,2025-06-18,Free
4693,2025-04-18,Free
4694,2025-06-28,Premium
4695,2025-04-28,Free
4696,2025-06-06,Free
4697,2025-03-24,Free
4698,2025-05-27,Premium
4699,2025-06-18,Premium
4700,2025-06-22,Premium
4701,2025-01-15,Premium
4702,2025-05-11,Premium
4703,2025-05-19,Free
4704,2025-06-30,Corporate
4705,2025-06-23,Free
4706,2025-01-30,Free
4707,2025-02-26,Premium
4708,2025-05-26,Free
4709,2025-06-28,Corporate
4710,2025-05-08,Free
4711,2025-02-17,Family
4712,2025-05-16,Family
4713,2025-01-22,Corporate
4714,2025-01-06,Corporate
4715,2025-04-14,Family
4716,2025-02-05,Premium
4717,2025-03-20,Free
4718,2025-04-26,Free
4719,2025-02-26,Premium
4720,2025-02-18,Corporate
4721,2025-06-22,Premium
4722,2025-03-23,Corporate
4723,2025-03-07,Family
4724,2025-03-18,Free
4725,2025-02-14,Free
4726,2025-03-20,Free
4727,2025-01-20,Free
4728,2025-05-03,Premium
4729,2025-03-08,Corporate
4730,2025-03-24,Premium
4731,2025-01-03,Free
4732,2025-03-05,Free
4733,2025-02-09,Free
4734,2025-02-28,Free
4735,2025-03-03,Free
4736,2025-05-12,Free
4737,2025-03-01,Free
4738,2025-04-26,Free
4739,2025-03-16,Family
4740,2025-05-02,Free
4741,2025-04-17,Free
4742,2025-04-06,Free
4743,2025-04-01,Free
4744,2025-06-07,Premium
4745,2025-05-10,Premium
4746,2025-03-03,Free
4747,2025-02-18,Premium
4748,2025-05-17,Free
4749,2025-04-02,Premium
4750,2025-06-08,Free
4751,2025-05-04,Free
4752,2025-03-02,Premium
4753,2025-02-17,Family
4754,2025-06-02,Premium
4755,2025-06-13,Free
4756,2025-05-16,Free
4757,2025-02-27,Corporate
4758,2025-04-11,Free
4759,2025-04-22,Free
4760,2025-06-22,Free
4761,2025-03-03,Free
4762,2025-02-08,Free
4763,2025-02-27,Free
4764,2025-04-09,Free
4765,2025-02-13,Family
4766,2025-01-29,Free
4767,2025-02-28,Free
4768,2025-03-12,Premium
4769,2025-04-02,Premium
4770,2025-01-09,Free
4771,2025-05-07,Family
4772,2025-05-14,Free
4773,2025-06-06,Family
4774,2025-05-25,Free
4775,2025-05-24,Free
4776,2025-05-11,Family
4777,2025-01-21,Premium
4778,2025-03-05,Free
4779,2025-03-31,Free
4780,2025-02-05,Free
4781,2025-03-03,Premium
4782,2025-06-19,Free
4783,2025-03-17,Free
4784,2025-06-19,Free
4785,2025-01-13,Premium
4786,2025-01-11,Family
4787,2025-02-23,Premium
4788,2025-01-16,Free
4789,2025-01-08,Family
4790,2025-04-14,Premium
4791,2025-02-28,Family
4792,2025-02-26,Free
4793,2025-02-09,Free
4794,2025-05-10,Premium
4795,2025-04-04,Free
4796,2025-05-18,Free
4797,2025-02-13,Family
4798,2025-05-19,Family
4799,2025-03-21,Corporate
4800,2025-03-22,Premium
4801,2025-01-02,Free
4802,2025-06-27,Free
4803,2025-05-20,Free
4804,2025-04-25,Free
4805,2025-03-31,Free
4806,2025-01-23,Free
4807,2025-05-26,Premium
4808,2025-03-03,Premium
4809,2025-04-23,Corporate
4810,2025-05-08,Premium
4811,2025-03-03,Premium
4812,2025-02-07,Premium
4813,2025-06-15,Corporate
4814,2025-03-02,Premium
4815,2025-05-09,Family
4816,2025-06-22,Corporate
4817,2025-06-05,Corporate
4818,2025-05-29,Free
4819,2025-05-02,Free
4820,2025-04-20,Free
4821,2025-01-13,Free
4822,2025-06-04,Free
4823,2025-04-10,Free
4824,2025-05-15,Free
4825,2025-01-22,Free
4826,2025-03-15,Premium
4827,2025-06-30,Free
4828,2025-05-12,Premium
4829,2025-01-23,Premium
4830,2025-04-29,Premium
4831,2025-03-11,Family
4832,2025-03-25,Free
4833,2025-04-11,Free
4834,2025-03-25,Free
4835,2025-06-10,Free
4836,2025-01-28,Premium
4837,2025-05-16,Free
4838,2025-01-01,Free
4839,2025-06-14,Free
4840,2025-03-04,Free
4841,2025-01-22,Premium
4842,2025-03-11,Premium
4843,2025-05-05,Free
4844,2025-05-29,Free
4845,2025-04-06,Free
4846,2025-06-12,Free
4847,2025-03-20,Family
4848,2025-01-05,Free
4849,2025-03-01,Premium
4850,2025-04-30,Family
4851,2025-02-15,Free
4852,2025-06-27,Free
4853,2025-06-25,Corporate
4854,2025-05-14,Family
4855,2025-02-25,Free
4856,2025-04-20,Premium
4857,2025-06-06,Family
4858,2025-04-14,Free
4859,2025-03-18,Family
4860,2025-05-26,Free
4861,2025-01-02,Free
4862,2025-01-08,Corporate
4863,2025-03-16,Family
4864,2025-05-05,Free
4865,2025-02-07,Free
4866,2025-06-25,Premium
4867,2025-01-27,Premium
4868,2025-01-20,Premium
4869,2025-05-20,Corporate
4870,2025-02-12,Family
4871,2025-01-31,Free
4872,2025-04-01,Free
4873,2025-03-02,Free
4874,2025-04-19,Premium
4875,2025-04-01,Premium
4876,2025-06-12,Free
4877,2025-04-05,Free
4878,2025-05-23,Free
4879,2025-05-24,Free
4880,2025-01-13,Free
4881,2025-04-23,Free
4882,2025-02-04,Free
4883,2025-05-29,Free
4884,2025-06-07,Premium
4885,2025-02-17,Free
4886,2025-02-04,Family
4887,2025-03-27,Premium
4888,2025-06-15,Premium
4889,2025-06-08,Premium
4890,2025-06-01,Free
4891,2025-04-24,Free
4892,2025-06-26,Corporate
4893,2025-04-10,Premium
4894,2025-06-09,Corporate
4895,2025-04-09,Premium
4896,2025-01-03,Free
4897,2025-03-26,Free
4898,2025-05-05,Premium
4899,2025-05-18,Free
4900,2025-03-24,Free
4901,2025-01-25,Family
4902,2025-03-09,Free
4903,2025-03-02,Free
4904,2025-01-29,Family
4905,2025-05-07,Family
4906,2025-01-19,Free
4907,2025-06-20,Family
4908,2025-03-15,Family
4909,2025-03-02,Free
4910,2025-06-20,Free
4911,2025-06-02,Free
4912,2025-01-20,Free
4913,2025-02-17,Free
4914,2025-03-28,Corporate
4915,2025-06-01,Premium
4916,2025-05-19,Premium
4917,2025-04-20,Corporate
4918,2025-01-28,Family
4919,2025-02-28,Free
4920,2025-05-13,Free
4921,2025-02-20,Premium
4922,2025-05-29,Free
4923,2025-01-12,Free
4924,2025-02-19,Premium
4925,2025-05-12,Family
4926,2025-04-23,Free
4927,2025-06-19,Premium
4928,2025-06-15,Free
4929,2025-06-02,Premium
4930,2025-01-14,Free
4931,2025-02-01,Family
4932,2025-05-19,Free
4933,2025-05-26,Premium
4934,2025-06-04,Free
4935,2025-02-24,Free
4936,2025-04-30,Free
4937,2025-03-16,Free
4938,2025-01-21,Free
4939,2025-06-21,Free
4940,2025-05-13,Premium
4941,2025-03-28,Premium
4942,2025-06-18,Free
4943,2025-02-28,Premium
4944,2025-03-30,Free
4945,2025-05-30,Free
4946,2025-03-24,Free
4947,2025-03-06,Premium
4948,2025-03-05,Free
4949,2025-03-12,Corporate
4950,2025-01-04,Free
4951,2025-05-23,Free
4952,2025-04-14,Free
4953,2025-05-30,Family
4954,2025-06-24,Premium
4955,2025-04-03,Premium
4956,2025-06-23,Family
4957,2025-05-22,Family
4958,2025-06-27,Premium
4959,2025-05-28,Free
4960,2025-06-27,Family
4961,2025-04-22,Free
4962,2025-06-10,Premium
4963,2025-04-29,Premium
4964,2025-02-28,Premium
4965,2025-02-12,Free
4966,2025-01-12,Premium
4967,2025-02-09,Corporate
4968,2025-04-28,Free
4969,2025-01-20,Free
4970,2025-06-15,Premium
4971,2025-05-11,Corporate
4972,2025-06-05,Free
4973,2025-03-31,Free
4974,2025-04-04,Free
4975,2025-01-13,Free
4976,2025-03-07,Family
4977,2025-02-06,Premium
4978,2025-06-26,Premium
4979,2025-03-07,Free
4980,2025-02-05,Premium
4981,2025-01-26,Free
4982,2025-03-16,Free
4983,2025-04-18,Free
4984,2025-06-17,Free
4985,2025-02-12,Free
4986,2025-05-30,Free
4987,2025-05-28,Free
4988,2025-01-08,Free
4989,2025-01-29,Premium
4990,2025-02-09,Free
4991,2025-06-07,Corporate
4992,2025-05-08,Free
4993,2025-03-25,Premium
4994,2025-04-26,Family
4995,2025-05-24,Corporate
4996,2025-06-23,Family
4997,2025-03-03,Free
4998,2025-01-07,Free
4999,2025-02-14,Free
5000,2025-06-25,Free
